datum,varunummer,namn,typ,fran,till
2026-08-15,5588101,Wijngaard Dassemus Wilde Witte,borttagen,Ordervaror,
2026-08-15,5607201,Orenga de Gaffory Blanc,borttagen,Ordervaror,
2026-08-15,5623501,Brancaia Il Bianco,borttagen,Ordervaror,
2026-08-15,5627701,Zamò Ribolla Gialla,borttagen,Ordervaror,
2026-08-15,5628601,Borgogno Era Ora Rieslng,borttagen,Ordervaror,
2026-08-15,5629401,Simonis Tangerine,borttagen,Ordervaror,
2026-08-15,5631101,Mas Janeil Sarrat del Mas Vin Orange,borttagen,Ordervaror,
2026-08-15,5643401,Cucu Verdejo,borttagen,Ordervaror,
2026-08-15,5655401,Pouilly-Fuissé Premier Cru Domaine Barraud La Maréchaude Clos La Verchère,borttagen,Ordervaror,
2026-08-15,5676601,Ginesta Gewürztraminer,borttagen,Ordervaror,
2026-08-15,7206601,Domaine Colombo La Belle de Mai Saint Péray,borttagen,Ordervaror,
2026-08-15,5688001,Domaine Saint Préfert Châteauneuf-du-Pape,borttagen,Ordervaror,
2026-08-15,5683201,Bassermann-Jordan Langenmorgen Weisser Burgunder GG,borttagen,Ordervaror,
2026-08-15,5712901,Abbotts & Delaunay Métayage Chardonnay,borttagen,Ordervaror,
2026-08-15,7662601,La Giasira Grillo Sicilia,borttagen,Ordervaror,
2026-08-15,7234901,Gérard Bertrand Villa Soleilla,borttagen,Ordervaror,
2026-08-15,7935801,Can Bas P3 D'Origin Xarel-lo,borttagen,Ordervaror,
2026-08-15,7320901,Dreiklang Trossen,borttagen,Ordervaror,
2026-08-15,7126501,La Ferme Amirault,borttagen,Ordervaror,
2026-08-15,7979301,Abbazia Santa Anastasia Sensoinverso Chardonnay Sicilia,borttagen,Ordervaror,
2026-08-15,7636801,Abbazia Santa Anastasia Grillo Sicilia,borttagen,Ordervaror,
2026-08-15,7128101,Eule Riesling Purus Trocken,borttagen,Ordervaror,
2026-08-15,7402301,Testament Posip,borttagen,Ordervaror,
2026-08-15,7365501,Nostos Romeiko,borttagen,Ordervaror,
2026-08-15,7498401,Loxarel Xarel-Lo Fermentat en Amfores,borttagen,Ordervaror,
2026-08-15,7423601,Montipagano Trebbiano d'Abruzzo,borttagen,Ordervaror,
2026-08-15,7240801,Marcel Deiss Engelgarten Le Jardin des Anges,borttagen,Ordervaror,
2026-08-15,7687001,Mâcon-Fuissé Les Chailles Domaine Barraud,borttagen,Ordervaror,
2026-08-15,5468401,Tenuta Le Colonne Vermentino,borttagen,Ordervaror,
2026-08-15,5507301,Loxarel Gaia Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,5507701,Karl May Riesling Classic,borttagen,Ordervaror,
2026-08-15,7253001,Gérard Bertrand Cigalus Blanc,borttagen,Ordervaror,
2026-08-15,7037801,"Familienweingut Tement Weingut Tement, Ried Zieregg Kår Sauvignon Blanc",borttagen,Ordervaror,
2026-08-15,7348701,Gustavshof Riesling Kalkstein,borttagen,Ordervaror,
2026-08-15,7678301,Paul Blanck Pinot Blanc,borttagen,Ordervaror,
2026-08-15,7678601,Paul Blanck Riesling,borttagen,Ordervaror,
2026-08-15,7612001,Ametistas Fattoria Mani di Luna,borttagen,Ordervaror,
2026-08-15,7512701,Turckheim Pinot Gris,borttagen,Ordervaror,
2026-08-15,642901,Gardo & Morris Organic Reserve Chardonnay,borttagen,Ordervaror,
2026-08-15,204901,Anima Chenin Blanc,borttagen,Ordervaror,
2026-08-15,671501,Domaine Fernand Engel Gewurztraminer Bergheim,borttagen,Ordervaror,
2026-08-15,7128901,Pistillo Offida Pecorino,borttagen,Ordervaror,
2026-08-15,7924402,Rebola Passito,borttagen,Ordervaror,
2026-08-15,210501,Jean Biecher Rosacker Grand Cru Riesling,borttagen,Ordervaror,
2026-08-15,7953001,Auzells,borttagen,Ordervaror,
2026-08-15,7968501,Augustus Chardonnay,borttagen,Ordervaror,
2026-08-15,7528801,Hajszan Natural Grüner Veltliner,borttagen,Ordervaror,
2026-08-15,7704901,Pascal Jolivet Les Caillottes,borttagen,Ordervaror,
2026-08-15,7534901,El Fanio,borttagen,Ordervaror,
2026-08-15,7587401,Sattlerhof Ried Kranachberg Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,7505201,Sattlerhof Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,7409801,Lukas Kesselring Riesling,borttagen,Ordervaror,
2026-08-15,7593501,Weingut Tement Morillon Muschelkalk,borttagen,Ordervaror,
2026-08-15,7497902,La Cappuccina Arzimo recioto di Soave,borttagen,Ordervaror,
2026-08-15,7538401,Grillo Blues Paolo Calì,borttagen,Ordervaror,
2026-08-15,7466201,Weingut Bernhard Ott Ott Der Ott,borttagen,Ordervaror,
2026-08-15,7706401,Weingut Bernhard Ott Ott Ried Gmirk Gösing,borttagen,Ordervaror,
2026-08-15,7427401,Weingut Bernhard Ott Ott Fass 4,borttagen,Ordervaror,
2026-08-15,7404001,Adarmando,borttagen,Ordervaror,
2026-08-15,7018801,Casalforte Pinot Grigio,borttagen,Ordervaror,
2026-08-15,7955001,Sereole Soave,borttagen,Ordervaror,
2026-08-15,7075901,Chablis Séguinot-Bordet,borttagen,Ordervaror,
2026-08-15,7164901,Chateau Montelena Chardonnay,borttagen,Ordervaror,
2026-08-15,7847201,Chardonnay Lamblin & Fils,borttagen,Ordervaror,
2026-08-15,7075201,Bourgogne Blanc Chardonnay,borttagen,Ordervaror,
2026-08-15,7441501,Chablis Barrel Fermented Lamblin & Fils,borttagen,Ordervaror,
2026-08-15,7649901,Envite Blanco,borttagen,Ordervaror,
2026-08-15,7972601,The Six Flowers,borttagen,Ordervaror,
2026-08-15,7978501,Finca Montepedroso Verdejo,borttagen,Ordervaror,
2026-08-15,7987602,Motzenbäcker Auslese Flug Des Falken Riesling,borttagen,Ordervaror,
2026-08-15,7133901,Chardonnay Louis Latour,borttagen,Ordervaror,
2026-08-15,7991501,Mâcon-Villages Henri de Villamont,borttagen,Ordervaror,
2026-08-15,7166601,Rainer Sauer Riesling Trocken Ortswein Escherndorf,borttagen,Ordervaror,
2026-08-15,7174601,Rainer Sauer Riesling Trocken Gutswein,borttagen,Ordervaror,
2026-08-15,7554901,Muros Antigos Loureiro,borttagen,Ordervaror,
2026-08-15,7128001,Von Winning Sauvignon Blanc 500,borttagen,Ordervaror,
2026-08-15,7018701,Klein Constantia Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,7024301,Eroica Riesling,borttagen,Ordervaror,
2026-08-15,7398201,Chablis Grand Cru Château Grenouille,borttagen,Ordervaror,
2026-08-15,7559101,Philipp Kuhn Riesling Tradition,borttagen,Ordervaror,
2026-08-15,7126701,Philipp Kuhn Riesling Kirschgarten GG,borttagen,Ordervaror,
2026-08-15,7021101,Gran Clos Priorat Blanco,borttagen,Ordervaror,
2026-08-15,7665901,Nederburg The Anchorman Chenin Blanc,borttagen,Ordervaror,
2026-08-15,7545001,Santiago Ruiz Albarinho,borttagen,Ordervaror,
2026-08-15,7684301,Chocalán Malvilla Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,274802,Disznókö Tokaji Late Harvest,borttagen,Ordervaror,
2026-08-15,7220801,Vivanco Blanco Rioja,borttagen,Ordervaror,
2026-08-15,7689001,Riesling Grand Cru Steingrubler,borttagen,Ordervaror,
2026-08-15,7693101,Martin Müllen Trarbacher Hühnerberg Riesling Spätlese Trocken,borttagen,Ordervaror,
2026-08-15,7113601,Les Vignes du Prêcheur Domaine Weinbach,borttagen,Ordervaror,
2026-08-15,7609601,Christian Binner Saveurs,borttagen,Ordervaror,
2026-08-15,7323301,Christian Binner Bombisch Rose,borttagen,Ordervaror,
2026-08-15,7646801,Clarendelle Blanc,borttagen,Ordervaror,
2026-08-15,9393101,El Enemigo Chardonnay,borttagen,Ordervaror,
2026-08-15,7219101,Barbadillo Alba Balbaina,borttagen,Ordervaror,
2026-08-15,7922501,Invincible White Number 2,borttagen,Ordervaror,
2026-08-15,7900001,Saint-Aubin Premier Cru Derriére Chez Edouard Haut Hubert Lamy,borttagen,Ordervaror,
2026-08-15,7575201,Saint-Aubin Premier Cru Derrière Chez Edouard Haut Domaine Hubert Lamy,borttagen,Ordervaror,
2026-08-15,7503501,Chablis Premier Cru L'Homme Mort Le Domaine d'Henri,borttagen,Ordervaror,
2026-08-15,7989401,Ladoix Premier Cru Hautes Mourottes,borttagen,Ordervaror,
2026-08-15,7476901,Meursault Chartron et Trébuchet,borttagen,Ordervaror,
2026-08-15,7866901,Chablis Vieilles Vignes Domaine de la Motte,borttagen,Ordervaror,
2026-08-15,7741801,Riesel Mosling QBA Mosel Trocken,borttagen,Ordervaror,
2026-08-15,7506101,Marco Turco Supernova,borttagen,Ordervaror,
2026-08-15,7450901,Les Legendes R Bordeaux Blanc,borttagen,Ordervaror,
2026-08-15,7745601,Corton Grand Cru Domaine Bonneau du Martray,borttagen,Ordervaror,
2026-08-15,7807901,Warwick White Lady Chardonnay,borttagen,Ordervaror,
2026-08-15,7485401,Meu Albariño,borttagen,Ordervaror,
2026-08-15,7231802,Silvio Nardi Vin Santo del Chianti Occhio Di Pernice,borttagen,Ordervaror,
2026-08-15,7331101,Domaine du Val Lamartinien Mâcon-Villages,borttagen,Ordervaror,
2026-08-15,7461701,Weingut Hauck Riesling Klosterberg Alte Reben Spätläse Trocken,borttagen,Ordervaror,
2026-08-15,7522701,Biancoluna Viognier,borttagen,Ordervaror,
2026-08-15,7975801,Pousio Reserva Branco,borttagen,Ordervaror,
2026-08-15,7807401,Jamek Ried Steinwand GV Federspiel,borttagen,Ordervaror,
2026-08-15,7919301,Weingut Kerpen Riesling Classic,borttagen,Ordervaror,
2026-08-15,7686301,Graacher Himmelreich Riesling Kabinett feinherb,borttagen,Ordervaror,
2026-08-15,7080601,Hilma Af Klint Light Orange,borttagen,Ordervaror,
2026-08-15,7876001,Les Fumées Blanches Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,7608801,Le Clos Touchant Téte á Téte,borttagen,Ordervaror,
2026-08-15,5059401,Weingut Frank Riesling Herrnbaumgarten,borttagen,Ordervaror,
2026-08-15,5061101,River Delta Chardonnay,borttagen,Ordervaror,
2026-08-15,5063601,Moscato d'Asti Mistral,borttagen,Ordervaror,
2026-08-15,5071601,Dr. Fischer Hofstätter Riesling Trocken,borttagen,Ordervaror,
2026-08-15,5073601,Meursault Domaine Roux,borttagen,Ordervaror,
2026-08-15,5076301,Bread & Butter Sauvignon blanc,borttagen,Ordervaror,
2026-08-15,5091001,Favia Carbone Coombsville Chardonnay,borttagen,Ordervaror,
2026-08-15,5090301,Lungarotti Cadetto Bianco,borttagen,Ordervaror,
2026-08-15,5094001,Chablis Domaine Domaine William Fèvre,borttagen,Ordervaror,
2026-08-15,5100001,Solosole Poggio al Tesoro,borttagen,Ordervaror,
2026-08-15,5106101,1583 Albariño de Fefiñanes,borttagen,Ordervaror,
2026-08-15,7789501,Santiago Roma Albariño Bodega Santiago Roma,borttagen,Ordervaror,
2026-08-15,7141301,Würzburger Silvaner Trocken,borttagen,Ordervaror,
2026-08-15,556901,Saint-Aubin Vieilles Vignes Domaine Roux,borttagen,Ordervaror,
2026-08-15,7522501,Chateau Ste Michelle Riesling,borttagen,Ordervaror,
2026-08-15,7906401,Von Winning Sauvignon Blanc 2 Trocken,borttagen,Ordervaror,
2026-08-15,7001201,Prüm Blue Riesling Trocken,borttagen,Ordervaror,
2026-08-15,7341701,Ferra Soave Classico,borttagen,Ordervaror,
2026-08-15,7565501,Langhe Arneis Cordero di Montezemolo,borttagen,Ordervaror,
2026-08-15,5906901,Meerlust Chardonnay,borttagen,Ordervaror,
2026-08-15,5907801,Taylors Pass Single Vineyard Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,7410301,Dr Loosen Erdener Treppchen Riesling Kabinett,borttagen,Ordervaror,
2026-08-15,5919701,Sartarelli Classico,borttagen,Ordervaror,
2026-08-15,7056101,KWV The Mentors Chenin Blanc,borttagen,Ordervaror,
2026-08-15,7170701,Dorrance Wines Kama,borttagen,Ordervaror,
2026-08-15,7275101,Oscar Haussmann Riesling Semi Sweet,borttagen,Ordervaror,
2026-08-15,7251801,Odesos Riesling,borttagen,Ordervaror,
2026-08-15,234601,Amare,borttagen,Ordervaror,
2026-08-15,7042701,Spier Seaward Chardonnay,borttagen,Ordervaror,
2026-08-15,7301109,Fem Hektar Blandlåda vita viner Priorat,borttagen,Ordervaror,
2026-08-15,7037301,JP Martin De Mai Chardonnay,borttagen,Ordervaror,
2026-08-15,7074101,Berg Roseneck Riesling Bischöfliches,borttagen,Ordervaror,
2026-08-15,7143501,Domaine des Beaumonts Chablis,borttagen,Ordervaror,
2026-08-15,7135501,Domaine des Beaumonts Petit Chablis,borttagen,Ordervaror,
2026-08-15,7151001,Rall Grenache Blanc,borttagen,Ordervaror,
2026-08-15,7232401,Celler Marfil Ivori La Finka,borttagen,Ordervaror,
2026-08-15,7261801,Celler Marfil Nura Blanc,borttagen,Ordervaror,
2026-08-15,7279801,Spier Spier 21 Gables Chenin Blanc,borttagen,Ordervaror,
2026-08-15,7283701,Elodie Roy Maranges En Buliet,borttagen,Ordervaror,
2026-08-15,7399901,Langmeil Chardonnay,borttagen,Ordervaror,
2026-08-15,7009801,Paul Cluver Village Chardonnay,borttagen,Ordervaror,
2026-08-15,7004901,Lismore Chardonnay,borttagen,Ordervaror,
2026-08-15,5111201,Aqua di Venus Ruffino,borttagen,Ordervaror,
2026-08-15,7479601,Chablis Louis Robin,borttagen,Ordervaror,
2026-08-15,5296501,Pajaro en Mano,borttagen,Ordervaror,
2026-08-15,5102101,Sancerre Blanc,borttagen,Ordervaror,
2026-08-15,5337901,Müller Ried Silberbichl Riesling,borttagen,Ordervaror,
2026-08-15,5135401,Casas Patronales Gran Reserva Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,5675101,Borboyon Les Équilibristes,borttagen,Ordervaror,
2026-08-15,5414101,Casas Patronales Gran Reserva Chardonnay,borttagen,Ordervaror,
2026-08-15,5175701,Casas Patronales Selected Reserve Chardonnay,borttagen,Ordervaror,
2026-08-15,5036001,T.I.L.I.A Estate Nostra,borttagen,Ordervaror,
2026-08-15,5340101,Louis Michel & Fils Chablis,borttagen,Ordervaror,
2026-08-15,5034501,White Artisan,borttagen,Ordervaror,
2026-08-15,1644502,McPherson Chardonnay,borttagen,Ordervaror,
2026-08-15,5240401,Timorasso,borttagen,Ordervaror,
2026-08-15,5029601,The FMC Chenin Blanc,borttagen,Ordervaror,
2026-08-15,5572901,Roncier Blanc,borttagen,Ordervaror,
2026-08-15,9312201,Joh Jos Prüm Graacher Himmelreich Spätlese,borttagen,Ordervaror,
2026-08-15,5175501,Pino Magma Réserve,borttagen,Ordervaror,
2026-08-15,5730401,Cap Maritime Chardonnay,borttagen,Ordervaror,
2026-08-15,5140901,Botanica Flowergirl Albarino,borttagen,Ordervaror,
2026-08-15,5132302,Carl Jan Söt Bordeaux,borttagen,Ordervaror,
2026-08-15,5188802,Tre Filer Cà dei Frati,borttagen,Ordervaror,
2026-08-15,5378501,Baia's Wine Krakhuna,borttagen,Ordervaror,
2026-08-15,5119201,Misha's Dress Circle Pinot Gris,borttagen,Ordervaror,
2026-08-15,5149501,Te Whare Ra Chardonnay,borttagen,Ordervaror,
2026-08-15,2007101,Elara Treixadura & Godello,borttagen,Ordervaror,
2026-08-15,5188301,Château Doisy-Daëne Bordeaux Blanc,borttagen,Ordervaror,
2026-08-15,5237601,Georgian Sun Rkatsiteli Mtsvane,borttagen,Ordervaror,
2026-08-15,7875401,Veiga da Princesa Albarino,borttagen,Ordervaror,
2026-08-15,5314702,Château d'Yquem,borttagen,Ordervaror,
2026-08-15,7136301,Mad Furmint Dongo,borttagen,Ordervaror,
2026-08-15,7083401,Mad Szent Tamás,borttagen,Ordervaror,
2026-08-15,7064001,Mad World Smart Wine,borttagen,Ordervaror,
2026-08-15,7428401,Mad Furmint Szaraz,borttagen,Ordervaror,
2026-08-15,7941701,Domaine de Quatre Routes Chardonnay H Poiron et fils,borttagen,Ordervaror,
2026-08-15,7809201,Barroca White,borttagen,Ordervaror,
2026-08-15,7659201,Kumeu Village Chardonnay,borttagen,Ordervaror,
2026-08-15,7474201,Barroca Da Malhada Arinto,borttagen,Ordervaror,
2026-08-15,7374101,Barroca Da Malhada Arinto Na Anfora,borttagen,Ordervaror,
2026-08-15,7976201,Laxas Albariño,borttagen,Ordervaror,
2026-08-15,7442501,Château St. Thomas Chardonnay Clos St.Thomas SAL,borttagen,Ordervaror,
2026-08-15,7131001,Protocolo Blanco Dominio de Eguren,borttagen,Ordervaror,
2026-08-15,7429701,Walter Scott X Novo Vineyard,borttagen,Ordervaror,
2026-08-15,7193301,Etna Bianco Le Vigne di Eli,borttagen,Ordervaror,
2026-08-15,7720701,19 Crimes Mid Strength Chard,borttagen,Ordervaror,
2026-08-15,7737601,Martin Muthenthaler Glimmerschiefer,borttagen,Ordervaror,
2026-08-15,7870501,Ecope Boomerang Bliss,borttagen,Ordervaror,
2026-08-15,7617201,Prosper Maufoux Bourgogne Chardonnay,borttagen,Ordervaror,
2026-08-15,7987201,Hyde Vineyard Chardonnay DuMOL,borttagen,Ordervaror,
2026-08-15,7413801,Estate Vineyard Sonoma Coast Chardonnay DuMOL,borttagen,Ordervaror,
2026-08-15,7630901,AreWine Arev,borttagen,Ordervaror,
2026-08-15,7702901,Shoror Voskehat,borttagen,Ordervaror,
2026-08-15,7323201,Shoror Kangun-Voskehat Reserve,borttagen,Ordervaror,
2026-08-15,7858301,Voskeni Volcani Kangun,borttagen,Ordervaror,
2026-08-15,7692102,Château Doisy-Daëne L 'Extravagant,borttagen,Ordervaror,
2026-08-15,7663901,Martin Muthenthaler Wachau Noricum,borttagen,Ordervaror,
2026-08-15,7497601,Martin Muthenthaler Ried Schön,borttagen,Ordervaror,
2026-08-15,7565301,Saskia Miles Mossop Wines,borttagen,Ordervaror,
2026-08-15,7983201,Faustino I Gran Reserva Blanco,borttagen,Ordervaror,
2026-08-15,7855301,Ayze La Bergerie,borttagen,Ordervaror,
2026-08-15,7042501,Villa Antinori Bianco,borttagen,Ordervaror,
2026-08-15,7024101,Clotilde Davenne Saint Bris Sauvignon,borttagen,Ordervaror,
2026-08-15,7469401,Abbazia di Novacella Kerner Valle Isarco,borttagen,Ordervaror,
2026-08-15,5055001,Iura Blanco Atavus Priorat,borttagen,Ordervaror,
2026-08-15,5671401,Agaliu L’Olivera,borttagen,Ordervaror,
2026-08-15,5875601,Vedrenyes Gritelles,borttagen,Ordervaror,
2026-08-15,5138601,Vi de Vila Blanc Porrera,borttagen,Ordervaror,
2026-08-15,7572001,Delas Frères Vin de Pays d'Oc Viognier,borttagen,Ordervaror,
2026-08-15,7572402,Trimbach Gewurztraminer Vendange Tardive,borttagen,Ordervaror,
2026-08-15,5492001,D. Pedro de Soutomaior Albariño Adegas Galegas,borttagen,Ordervaror,
2026-08-15,5558401,The Butcher Chardonnay,borttagen,Ordervaror,
2026-08-15,5561101,Raats Old Vine Chenin Blanc,borttagen,Ordervaror,
2026-08-15,5880301,GG1 Chardonnay,borttagen,Ordervaror,
2026-08-15,5598901,La Croix St Pierre Chardonnay Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,5784301,Domaine Sant'Armettu Burghese Blanc,borttagen,Ordervaror,
2026-08-15,7579001,Chablis 1er Cru Montmains J M Brocard,borttagen,Ordervaror,
2026-08-15,5721701,Nicoleo Di Giovanni Bulgari,borttagen,Ordervaror,
2026-08-15,5709601,Roeri Arneis Sito dei Fossili,borttagen,Ordervaror,
2026-08-15,5490401,Sul Vulcano Etna Bianco,borttagen,Ordervaror,
2026-08-15,5491102,Kabir Moscato di Pantelleria,borttagen,Ordervaror,
2026-08-15,5497101,Chateau Buffavent Beaujolais Blanc Vieilles Vignes,borttagen,Ordervaror,
2026-08-15,5496901,Kruger Rumpf Abtei 1937,borttagen,Ordervaror,
2026-08-15,5500801,Clos de la George Chardonnay Grand Cru,borttagen,Ordervaror,
2026-08-15,5500701,Dolina Riesling Riesling,borttagen,Ordervaror,
2026-08-15,5504401,Moschopolis Aióra White,borttagen,Ordervaror,
2026-08-15,5510902,Sancerre Les Messieurs,borttagen,Ordervaror,
2026-08-15,5511201,Aurente Chardonnay,borttagen,Ordervaror,
2026-08-15,202901,Waldschütz Kamptal Grüner Veltliner,borttagen,Ordervaror,
2026-08-15,267701,Fruitière Vinicole d' Arbois Love Chardonnay Reserve,borttagen,Ordervaror,
2026-08-15,268201,Hope Pinot Grigio,borttagen,Ordervaror,
2026-08-15,5534401,Laetitia Estate Chardonnay,borttagen,Ordervaror,
2026-08-15,5540801,Rånäs Slott Ricossa Roero Arneis,borttagen,Ordervaror,
2026-08-15,5546201,Domaine Foret Cuvée Maxence Savagnin,borttagen,Ordervaror,
2026-08-15,5547402,Domaine Foret Secret d’Origine Savagnin Ouillé,borttagen,Ordervaror,
2026-08-15,5554001,No T'ho Diré,borttagen,Ordervaror,
2026-08-15,5556501,Cuvée des Gouverneurs Blanc,borttagen,Ordervaror,
2026-08-15,5568901,Alma de Blanco,borttagen,Ordervaror,
2026-08-15,5576701,DFR Feteasca Alba,borttagen,Ordervaror,
2026-08-15,5576401,DFR Sauvignon Blanc,borttagen,Ordervaror,
2026-08-15,5583701,Prat D'Hores Blanc de Sanui,borttagen,Ordervaror,
2026-08-15,5588301,Minuty Prestige Blanc,borttagen,Ordervaror,
2026-08-15,7590101,Nicolas Millet Sancerre Domaine Côtes des Côtes Blanches,borttagen,Ordervaror,
2026-08-15,7225301,Nicolas Millet Sancerre Les Garennes,borttagen,Ordervaror,
2026-08-15,7065501,Veyder-Malberg Wösendorfer Ried Hochrain Grüner Veltliner,borttagen,Ordervaror,
2026-08-15,7548501,Veyder-Malberg Viesslinger Ried Bruck Riesling,borttagen,Ordervaror,
2026-08-15,7448301,Veyder-Malberg Elsarner Ried Brandstatt Riesling,borttagen,Ordervaror,
2026-08-15,7508301,Nestarec G&T,borttagen,Ordervaror,
2026-08-15,7234401,Meyer Family Vineyards Micro Cuvée Chardonnay,borttagen,Ordervaror,
2026-08-15,7173601,Santa Cristina Pinot Grigio,borttagen,Ordervaror,
2026-08-15,7030401,Tormaresca Chardonnay,borttagen,Ordervaror,
2026-08-15,7677401,Tommasi Le Fornaci Lugana,borttagen,Ordervaror,
2026-08-15,7972201,Bramito della Sala Chardonnay,borttagen,Ordervaror,
2026-08-15,7162901,Il Fiore,borttagen,Ordervaror,
2026-08-15,7358101,Coppi Serralto Malvasia Bianca,borttagen,Ordervaror,
2026-08-15,7291301,Olivier & Lafont Ventoux Blanc,borttagen,Ordervaror,
2026-08-15,7403901,Nostos Muscat of Spina,borttagen,Ordervaror,
2026-08-15,5892001,LLuerna Els Vinyerons,borttagen,Ordervaror,
2026-08-15,5894201,Empire Strikes Back,borttagen,Ordervaror,
2026-08-15,7894901,Sancerre Domaine La Croix St-Laurent,borttagen,Ordervaror,
2026-08-15,7664002,Moscato d'Asti Gianni Doglia,borttagen,Ordervaror,
2026-08-15,7039301,Langhe Favorita,borttagen,Ordervaror,
2026-08-15,7456901,Terras Gauda O Rosal,borttagen,Ordervaror,
2026-08-15,7194801,Au Bon Climat Hildegard,borttagen,Ordervaror,
2026-08-15,5016401,Dacasto Duilio Vianus Arneis,borttagen,Ordervaror,
2026-08-15,5108001,Bourg Chardonnay,borttagen,Ordervaror,
2026-08-15,5119401,Sorì dei Fiori Moscato d´Asti,borttagen,Ordervaror,
2026-08-15,5195901,MaterVI Vesplicito,borttagen,Ordervaror,
2026-08-15,5146301,1865 Chardonnay,borttagen,Ordervaror,
2026-08-15,5102201,João M Barbosa Ninfa Maria Gomes,borttagen,Ordervaror,
2026-08-15,5362301,Alzinger Ried Hollerin Riesling Smaragd,borttagen,Ordervaror,
